study_id,domain,rater,prompt_key,model,run_index,judgment,signalling,overall,off_scale,confidence,parse_status,parse_layer,call_label,rationale_len
11772475,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12715
11772475,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12715
11772475,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12715
11772475,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12715
11772475,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12715
11890485,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,15084
11890485,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,15084
11890485,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,15084
11890485,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,15084
11890485,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,15084
11961621,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,16307
11961621,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,16307
11961621,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,16307
11961621,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,16307
11961621,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,16307
12874466,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,11247
12874466,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,11247
12874466,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,11247
12874466,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,11247
12874466,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,11247
14984447,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11601
14984447,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11601
14984447,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11601
14984447,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11601
14984447,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11601
14994886,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,no information,,ok,strict,all_domains,11657
14994886,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11657
14994886,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11657
14994886,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11657
14994886,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11657
15611216,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,13865
15611216,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,13865
15611216,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,13865
15611216,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,13865
15611216,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,13865
15876898,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,no information,,ok,strict,all_domains,10702
15876898,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10702
15876898,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10702
15876898,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,10702
15876898,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,10702
16105518,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12369
16105518,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12369
16105518,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12369
16105518,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12369
16105518,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12369
16238864,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11582
16238864,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11582
16238864,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11582
16238864,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11582
16238864,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11582
16364124,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,10631
16364124,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,10631
16364124,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,10631
16364124,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,10631
16364124,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,10631
16614408,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,unclear,,ok,strict,all_domains,8724
16614408,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,8724
16614408,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,8724
16614408,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,8724
16614408,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,unclear,,ok,strict,all_domains,8724
16763088,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,unclear,,ok,strict,all_domains,11168
16763088,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,unclear,,ok,strict,all_domains,11168
16763088,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,unclear,,ok,strict,all_domains,11168
16763088,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11168
16763088,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,unclear,,ok,strict,all_domains,11168
16954409,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,no information,,ok,strict,all_domains,10537
16954409,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10537
16954409,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10537
16954409,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,no information,,ok,strict,all_domains,10537
16954409,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,no information,,ok,strict,all_domains,10537
17240120,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,8132
17240120,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,8132
17240120,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,some_concerns,,,ok,strict,all_domains,8132
17240120,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,8132
17240120,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,8132
17254485,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12219
17254485,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12219
17254485,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12219
17254485,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12219
17254485,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,12219
17377048,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10397
17377048,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10397
17377048,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,10397
17377048,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,10397
17377048,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,10397
18005970,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,12526
18005970,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12526
18005970,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12526
18005970,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12526
18005970,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12526
18783503,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,8857
18783503,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,8857
18783503,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,8857
18783503,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,8857
18783503,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,8857
19406291,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,low,,,ok,strict,all_domains,13922
19406291,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,low,,,ok,strict,all_domains,13922
19406291,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,low,,,ok,strict,all_domains,13922
19406291,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,low,,,ok,strict,all_domains,13922
19406291,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,low,,,ok,strict,all_domains,13922
19723701,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,no information,,ok,strict,all_domains,11446
19723701,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11446
19723701,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11446
19723701,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11446
19723701,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,high,,high,,,ok,strict,all_domains,11446
20159292,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11043
20159292,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11043
20159292,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11043
20159292,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11043
20159292,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11043
20488825,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12636
20488825,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,12636
20488825,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12636
20488825,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,no information,,ok,strict,all_domains,12636
20488825,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,12636
20826832,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,unclear,,ok,strict,all_domains,11238
20826832,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,11238
20826832,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,11238
20826832,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,unclear,,ok,strict,all_domains,11238
20826832,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,unclear,,ok,strict,all_domains,11238
21153417,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,13540
21153417,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,13540
21153417,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,13540
21153417,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,high,,,ok,strict,all_domains,13540
21153417,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,high,,,ok,strict,all_domains,13540
21216670,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,9708
21216670,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,9708
21216670,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,9708
21216670,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,9708
21216670,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,9708
21401585,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,7961
21401585,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,7961
21401585,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,7961
21401585,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,7961
21401585,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,7961
21402724,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,12161
21402724,2,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,some_concerns,,,ok,strict,all_domains,12161
21402724,3,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,12161
21402724,4,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,12161
21402724,5,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,low,,some_concerns,,,ok,strict,all_domains,12161
21831438,1,dipumpo_2025::rob_analyzer@claude-sonnet-5,dipumpo_2025::rob_analyzer,claude-sonnet-5,1,some_concerns,,low,,,ok,strict,all_domains,12493
